po_number,product_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,total_cost,order_status,delay_days,rush_order,receiving_warehouse
PO-2026-02306,PROD-1158,SUP-14,2025-02-27,2025-04-03,2025-04-03,62,62,140.88,8734.56,Received,0,0,WH01
PO-2026-02307,PROD-1076,SUP-05,2025-08-31,2025-09-09,2025-09-17,268,268,312.93,83865.24,Received,8,1,WH01
PO-2024-02308,PROD-1208,SUP-20,2024-04-17,2024-05-14,2024-05-16,160,160,476.63,76260.8,Received,2,0,WH04
PO-2024-02309,PROD-1093,SUP-13,2025-02-18,2025-03-28,2025-04-01,80,71,267.98,21438.4,Received,4,1,WH02
PO-2024-02310,PROD-1171,SUP-21,2025-03-04,2025-03-25,2025-03-29,261,261,486.88,127075.68,Received,4,0,WH04
PO-2026-02311,PROD-1040,SUP-14,2024-10-27,2024-11-13,2024-11-18,169,169,303.77,51337.13,Received,5,0,WH03
PO-2026-02312,PROD-1102,SUP-09,2024-06-03,2024-06-09,2024-06-07,278,278,34.32,9540.960000000001,Received,-2,1,WH01
PO-2026-02313,PROD-1136,SUP-04,2024-01-25,2024-02-24,2024-02-27,222,222,405.13,89938.86,Received,3,0,WH01
PO-2026-02314,PROD-1178,SUP-09,2025-11-21,2025-12-20,2025-12-26,72,72,11.0,792.0,Received,6,1,WH04
PO-2024-02315,PROD-1168,SUP-04,2024-02-02,2024-03-06,2024-03-09,172,172,291.18,50082.96,Received,3,0,WH04
PO-2025-02316,PROD-1083,SUP-22,2024-02-19,2024-03-29,2024-04-02,246,246,163.52,40225.920000000006,Received,4,1,WH01
PO-2025-02317,PROD-1080,SUP-13,2025-02-10,2025-02-26,2025-02-25,151,151,110.78,16727.78,Received,-1,1,WH04
PO-2024-02318,PROD-1124,SUP-04,2024-12-19,2025-01-02,2025-01-10,134,134,236.21,31652.14,Received,8,1,WH01
PO-2025-02319,PROD-1006,SUP-20,2025-11-08,2025-11-24,2025-11-26,110,110,88.34,9717.4,Received,2,0,WH01
PO-2024-02320,PROD-1083,SUP-22,2025-06-09,2025-07-08,2025-07-07,197,197,163.52,32213.440000000002,Received,-1,1,WH01
PO-2025-02321,PROD-1206,SUP-11,2024-09-13,2024-09-18,2024-09-17,236,236,441.98,104307.28,Received,-1,0,WH02
PO-2026-02322,PROD-1009,SUP-18,2025-12-05,2025-12-11,2025-12-16,117,117,378.17,44245.89,Received,5,0,WH03
PO-2026-02323,PROD-1149,SUP-04,2025-02-15,2025-03-27,2025-04-04,251,251,89.13,22371.629999999997,Received,8,1,WH02
PO-2024-02324,PROD-1103,SUP-03,2025-10-16,2025-11-14,2025-11-23,76,46,128.45,9762.199999999999,Received,9,0,WH01
PO-2026-02325,PROD-1139,SUP-10,2025-03-17,2025-04-02,2025-04-08,272,272,470.38,127943.36,Received,6,0,WH02
PO-2025-02326,PROD-1146,SUP-19,2024-04-26,2024-05-06,2024-05-05,115,115,271.64,31238.6,Received,-1,1,WH02
PO-2024-02327,PROD-1205,SUP-09,2024-07-10,2024-07-17,2024-07-24,196,196,141.22,27679.12,Received,7,1,WH04
PO-2024-02328,PROD-1121,SUP-05,2025-10-26,2025-11-27,2025-12-02,280,280,186.09,52105.200000000004,Received,5,1,WH02
PO-2025-02329,PROD-1016,SUP-21,2024-02-29,2024-04-03,2024-04-12,108,108,198.78,21468.24,Received,9,0,WH02
PO-2026-02330,PROD-1202,SUP-16,2025-04-04,2025-05-10,2025-05-17,78,78,23.71,1849.38,Received,7,0,WH01
PO-2024-02331,PROD-1076,SUP-05,2024-03-15,2024-04-10,2024-04-13,216,216,312.93,67592.88,Received,3,1,WH03
PO-2024-02332,PROD-1016,SUP-21,2025-04-19,2025-04-27,2025-05-06,245,245,198.78,48701.1,Received,9,0,WH02
PO-2026-02333,PROD-1184,SUP-19,2024-06-23,2024-07-06,2024-07-09,120,120,155.41,18649.2,Received,3,1,WH02
PO-2025-02334,PROD-1147,SUP-21,2026-01-28,2026-02-27,2026-03-01,284,284,348.5,98974.0,Received,2,0,WH02
PO-2024-02335,PROD-1116,SUP-07,2024-01-29,2024-02-29,2024-02-27,143,143,266.41,38096.630000000005,Received,-2,1,WH03
PO-2024-02336,PROD-1129,SUP-12,2024-11-02,2024-11-21,2024-11-21,164,164,77.06,12637.84,Received,0,0,WH03
PO-2026-02337,PROD-1169,SUP-14,2024-02-18,2024-02-25,2024-02-25,236,236,187.4,44226.4,Received,0,1,WH02
PO-2026-02338,PROD-1106,SUP-18,2024-04-02,2024-05-05,2024-05-15,254,254,356.71,90604.34,Received,10,1,WH03
PO-2025-02339,PROD-1188,SUP-03,2025-03-25,2025-04-20,2025-04-17,113,113,126.73,14320.49,Received,-3,1,WH04
PO-2024-02340,PROD-1003,SUP-20,2024-02-22,2024-03-07,2024-03-05,181,181,342.27,61950.869999999995,Received,-2,0,WH04
PO-2026-02341,PROD-1162,SUP-17,2025-02-22,2025-03-17,2025-03-25,246,246,203.45,50048.7,Received,8,0,WH01
PO-2026-02342,PROD-1003,SUP-20,2025-11-26,2025-12-03,2025-12-06,169,169,342.27,57843.63,Received,3,0,WH04
PO-2026-02343,PROD-1132,SUP-20,2025-01-23,2025-02-25,2025-03-02,138,138,429.46,59265.479999999996,Received,5,1,WH04
PO-2026-02344,PROD-1017,SUP-09,2026-01-27,2026-02-17,2026-02-24,274,274,463.48,126993.52,Received,7,0,WH04
PO-2026-02345,PROD-1037,SUP-07,2024-08-02,2024-08-31,2024-09-04,227,227,101.02,22931.54,Received,4,1,WH02
PO-2025-02346,PROD-1135,SUP-10,2025-09-22,2025-10-21,2025-10-25,151,151,356.15,53778.649999999994,Received,4,1,WH04
PO-2024-02347,PROD-1025,SUP-10,2024-03-11,2024-04-17,2024-04-26,192,192,270.77,51987.84,Received,9,0,WH01
PO-2026-02348,PROD-1080,SUP-13,2025-11-20,2025-12-12,2025-12-11,181,181,110.78,20051.18,Received,-1,0,WH01
PO-2025-02349,PROD-1053,SUP-16,2024-09-13,2024-10-11,2024-10-18,124,124,192.7,23894.8,Received,7,0,WH03
PO-2025-02350,PROD-1104,SUP-16,2025-11-15,2025-12-25,2025-12-28,225,145,124.94,28111.5,Received,3,0,WH04
PO-2025-02351,PROD-1004,SUP-11,2024-08-18,2024-09-12,2024-09-10,204,204,305.78,62379.119999999995,Received,-2,1,WH01
PO-2026-02352,PROD-1108,SUP-12,2025-08-18,2025-09-13,2025-09-23,210,210,498.87,104762.7,Received,10,0,WH04
PO-2025-02353,PROD-1058,SUP-14,2024-09-19,2024-10-04,2024-10-04,53,53,129.52,6864.56,Received,0,1,WH04
PO-2025-02354,PROD-1127,SUP-15,2024-09-23,2024-10-29,2024-11-05,227,227,408.58,92747.66,Received,7,1,WH02
PO-2025-02355,PROD-1211,SUP-01,2025-04-30,2025-05-15,2025-05-23,192,192,287.0,55104.0,Received,8,0,WH04
PO-2026-02356,PROD-1019,SUP-16,2025-02-22,2025-03-15,2025-03-19,212,212,164.62,34899.44,Received,4,1,WH01
PO-2024-02357,PROD-1215,SUP-08,2025-11-18,2025-12-17,2025-12-23,111,111,97.07,10774.769999999999,Received,6,0,WH02
PO-2026-02358,PROD-1209,SUP-09,2024-04-09,2024-04-24,2024-04-25,152,152,166.71,25339.920000000002,Received,1,0,WH04
PO-2024-02359,PROD-1175,SUP-06,2024-12-05,2024-12-27,2024-12-26,190,190,225.32,42810.799999999996,Received,-1,1,WH02
PO-2024-02360,PROD-1033,SUP-05,2025-02-13,2025-02-18,2025-02-16,210,210,212.85,44698.5,Received,-2,0,WH04
PO-2024-02361,PROD-1111,SUP-03,2025-02-03,2025-03-11,2025-03-10,124,124,206.7,25630.8,Received,-1,0,WH04
PO-2026-02362,PROD-1184,SUP-19,2025-02-06,2025-03-06,2025-03-05,119,119,155.41,18493.79,Received,-1,0,WH04
PO-2024-02363,PROD-1203,SUP-07,2024-10-12,2024-11-19,2024-11-16,269,269,497.29,133771.01,Received,-3,0,WH04
PO-2025-02364,PROD-1214,SUP-03,2025-12-13,2026-01-13,2026-01-11,153,153,154.24,23598.72,Received,-2,1,WH01
PO-2025-02365,PROD-1070,SUP-11,2025-02-25,2025-04-02,2025-04-01,235,235,270.84,63647.399999999994,Received,-1,1,WH01
PO-2025-02366,PROD-1204,SUP-12,2024-01-07,2024-01-30,2024-02-06,258,258,236.03,60895.74,Received,7,1,WH02
PO-2024-02367,PROD-1003,SUP-20,2024-09-20,2024-10-21,2024-10-20,135,135,342.27,46206.45,Received,-1,0,WH04
PO-2025-02368,PROD-1131,SUP-20,2026-01-08,2026-01-22,2026-01-20,70,70,348.51,24395.7,Received,-2,1,WH04
PO-2024-02369,PROD-1211,SUP-01,2024-06-03,2024-06-23,2024-06-28,169,138,287.0,48503.0,Received,5,0,WH04
PO-2024-02370,PROD-1062,SUP-08,2025-09-14,2025-10-11,2025-10-16,96,96,220.79,21195.84,Received,5,0,WH03
PO-2026-02371,PROD-1060,SUP-18,2026-01-10,2026-01-18,2026-01-22,295,295,355.91,104993.45000000001,Received,4,1,WH02
PO-2026-02372,PROD-1095,SUP-07,2024-05-20,2024-06-06,2024-06-13,64,64,346.83,22197.12,Received,7,1,WH02
PO-2024-02373,PROD-1142,SUP-13,2025-06-18,2025-07-16,2025-07-26,92,92,419.18,38564.56,Received,10,1,WH04
PO-2025-02374,PROD-1043,SUP-15,2025-05-25,2025-07-04,2025-07-08,174,174,457.65,79631.09999999999,Received,4,1,WH03
PO-2026-02375,PROD-1138,SUP-01,2024-12-23,2025-01-27,2025-02-02,193,193,49.9,9630.699999999999,Received,6,1,WH03
PO-2026-02376,PROD-1074,SUP-06,2024-05-26,2024-07-05,2024-07-11,130,130,348.0,45240.0,Received,6,1,WH04
PO-2026-02377,PROD-1111,SUP-03,2024-08-25,2024-09-22,2024-09-19,257,257,206.7,53121.899999999994,Received,-3,1,WH03
PO-2024-02378,PROD-1167,SUP-16,2025-09-19,2025-10-04,2025-10-14,133,133,335.16,44576.280000000006,Received,10,1,WH04
PO-2024-02379,PROD-1175,SUP-06,2025-12-16,2026-01-07,2026-01-15,281,281,225.32,63314.92,Received,8,0,WH01
PO-2025-02380,PROD-1079,SUP-01,2025-03-24,2025-04-18,2025-04-16,197,197,229.35,45181.95,Received,-2,0,WH01
PO-2026-02381,PROD-1100,SUP-09,2024-09-27,2024-10-17,2024-10-23,160,160,279.93,44788.8,Received,6,0,WH01
PO-2026-02382,PROD-1116,SUP-07,2025-05-08,2025-05-31,2025-06-07,192,192,266.41,51150.72,Received,7,0,WH03
PO-2024-02383,PROD-1205,SUP-09,2025-04-22,2025-05-23,2025-05-23,68,56,141.22,9602.96,Received,0,1,WH02
PO-2024-02384,PROD-1196,SUP-13,2024-03-05,2024-04-02,2024-03-31,178,178,335.12,59651.36,Received,-2,0,WH02
PO-2026-02385,PROD-1215,SUP-08,2025-11-23,2025-12-05,2025-12-13,247,247,97.07,23976.289999999997,Received,8,0,WH04
PO-2026-02386,PROD-1153,SUP-04,2025-09-02,2025-10-11,2025-10-11,296,296,498.13,147446.48,Received,0,1,WH03
PO-2024-02387,PROD-1067,SUP-16,2025-12-05,2025-12-16,2025-12-24,246,246,348.37,85699.02,Received,8,1,WH02
PO-2026-02388,PROD-1123,SUP-22,2024-04-03,2024-04-24,2024-04-28,288,288,401.96,115764.48,Received,4,0,WH03
PO-2026-02389,PROD-1168,SUP-04,2025-03-22,2025-04-22,2025-04-24,196,196,291.18,57071.28,Received,2,1,WH04
PO-2026-02390,PROD-1060,SUP-18,2024-10-15,2024-11-10,2024-11-11,195,195,355.91,69402.45000000001,Received,1,0,WH04
PO-2024-02391,PROD-1099,SUP-13,2025-01-22,2025-01-27,2025-02-02,154,154,110.94,17084.76,Received,6,1,WH04
PO-2025-02392,PROD-1217,SUP-16,2024-03-15,2024-04-14,2024-04-17,70,70,243.67,17056.899999999998,Received,3,1,WH01
PO-2025-02393,PROD-1159,SUP-22,2025-01-26,2025-03-03,2025-03-13,262,262,350.78,91904.35999999999,Received,10,0,WH02
PO-2026-02394,PROD-1164,SUP-11,2024-07-06,2024-08-15,2024-08-25,151,86,425.76,64289.76,Received,10,1,WH01
PO-2026-02395,PROD-1084,SUP-01,2024-07-21,2024-08-11,2024-08-13,55,55,62.8,3454.0,Received,2,0,WH02
PO-2026-02396,PROD-1177,SUP-21,2024-06-19,2024-07-16,2024-07-22,178,178,89.61,15950.58,Received,6,1,WH02
PO-2025-02397,PROD-1002,SUP-18,2025-01-05,2025-01-21,2025-01-19,97,97,122.03,11836.91,Received,-2,1,WH04
PO-2026-02398,PROD-1201,SUP-06,2025-08-18,2025-08-26,2025-08-24,193,193,384.74,74254.82,Received,-2,1,WH02
PO-2024-02399,PROD-1002,SUP-18,2024-05-18,2024-06-23,2024-06-20,136,136,122.03,16596.08,Received,-3,1,WH01
PO-2026-02400,PROD-1115,SUP-08,2025-02-28,2025-04-07,2025-04-14,240,240,340.99,81837.6,Received,7,0,WH04
PO-2025-02401,PROD-1062,SUP-08,2025-10-01,2025-10-09,2025-10-18,282,282,220.79,62262.78,Received,9,1,WH01
PO-2026-02402,PROD-1197,SUP-11,2025-02-27,2025-03-05,2025-03-03,139,139,432.36,60098.04,Received,-2,0,WH03
PO-2024-02403,PROD-1081,SUP-19,2025-03-19,2025-04-09,2025-04-19,293,293,209.42,61360.06,Received,10,0,WH01
PO-2025-02404,PROD-1120,SUP-08,2025-08-21,2025-09-14,2025-09-23,161,161,42.26,6803.86,Received,9,0,WH04
PO-2024-02405,PROD-1019,SUP-16,2024-07-19,2024-08-02,2024-07-30,61,61,164.62,10041.82,Received,-3,0,WH02
PO-2024-02406,PROD-1066,SUP-14,2025-04-04,2025-05-06,2025-05-06,118,118,282.51,33336.18,Received,0,1,WH04
PO-2025-02407,PROD-1072,SUP-22,2025-05-09,2025-06-09,2025-06-19,278,278,471.54,131088.12,Received,10,0,WH04
PO-2025-02408,PROD-1216,SUP-14,2024-09-01,2024-09-26,2024-09-26,230,230,135.7,31210.999999999996,Received,0,0,WH01
PO-2024-02409,PROD-1142,SUP-13,2025-09-17,2025-10-27,2025-11-03,77,77,419.18,32276.86,Received,7,0,WH03
PO-2025-02410,PROD-1154,SUP-19,2024-10-05,2024-11-07,2024-11-09,183,183,482.78,88348.73999999999,Received,2,1,WH01
PO-2025-02411,PROD-1155,SUP-02,2026-01-21,2026-02-28,2026-02-25,239,239,280.03,66927.17,Received,-3,1,WH02
PO-2024-02412,PROD-1212,SUP-17,2025-01-10,2025-02-01,2025-01-31,201,201,490.21,98532.20999999999,Received,-1,1,WH01
PO-2025-02413,PROD-1074,SUP-06,2024-09-10,2024-10-10,2024-10-15,289,289,348.0,100572.0,Received,5,0,WH02
PO-2025-02414,PROD-1171,SUP-21,2024-06-04,2024-06-12,2024-06-17,250,250,486.88,121720.0,Received,5,1,WH01
PO-2026-02415,PROD-1109,SUP-08,2026-01-19,2026-02-12,2026-02-16,162,162,134.86,21847.320000000003,Received,4,1,WH01
PO-2025-02416,PROD-1110,SUP-21,2024-08-19,2024-09-04,2024-09-01,127,127,488.35,62020.450000000004,Received,-3,1,WH01
PO-2025-02417,PROD-1018,SUP-17,2025-06-17,2025-06-22,2025-06-27,65,65,364.18,23671.7,Received,5,1,WH04
PO-2024-02418,PROD-1202,SUP-16,2025-01-03,2025-01-19,2025-01-24,58,58,23.71,1375.18,Received,5,1,WH01
PO-2025-02419,PROD-1010,SUP-15,2024-08-25,2024-08-31,2024-09-08,99,90,213.73,21159.27,Received,8,0,WH04
PO-2025-02420,PROD-1078,SUP-18,2025-09-23,2025-10-01,2025-10-11,220,200,54.54,11998.8,Received,10,1,WH02
PO-2026-02421,PROD-1174,SUP-14,2025-08-07,2025-08-29,2025-08-26,173,173,243.84,42184.32,Received,-3,0,WH04
PO-2026-02422,PROD-1072,SUP-22,2025-09-22,2025-10-14,2025-10-19,75,75,471.54,35365.5,Received,5,0,WH02
PO-2024-02423,PROD-1191,SUP-08,2024-09-20,2024-10-25,2024-10-30,235,235,244.4,57434.0,Received,5,0,WH04
PO-2024-02424,PROD-1031,SUP-03,2025-11-12,2025-11-30,2025-11-29,131,131,84.3,11043.3,Received,-1,1,WH03
PO-2024-02425,PROD-1188,SUP-03,2025-03-08,2025-04-03,2025-04-06,126,69,126.73,15967.980000000001,Received,3,0,WH04
PO-2024-02426,PROD-1138,SUP-01,2025-08-21,2025-08-26,2025-09-05,173,173,49.9,8632.699999999999,Received,10,0,WH02
PO-2025-02427,PROD-1054,SUP-01,2025-08-20,2025-09-24,2025-10-03,292,292,485.91,141885.72,Received,9,1,WH02
PO-2026-02428,PROD-1060,SUP-18,2025-09-07,2025-09-18,2025-09-28,267,267,355.91,95027.97,Received,10,1,WH03
PO-2025-02429,PROD-1078,SUP-18,2025-08-08,2025-08-16,2025-08-14,177,177,54.54,9653.58,Received,-2,0,WH04
PO-2024-02430,PROD-1085,SUP-03,2026-01-18,2026-02-25,2026-03-01,230,230,179.44,41271.2,Received,4,0,WH04
PO-2025-02431,PROD-1136,SUP-04,2024-10-20,2024-11-18,2024-11-26,97,97,405.13,39297.61,Received,8,1,WH03
PO-2026-02432,PROD-1100,SUP-09,2025-11-21,2025-12-30,2025-12-29,96,96,279.93,26873.28,Received,-1,0,WH01
PO-2025-02433,PROD-1073,SUP-13,2025-01-30,2025-03-06,2025-03-16,212,212,300.24,63650.880000000005,Received,10,1,WH03
PO-2025-02434,PROD-1160,SUP-12,2024-11-18,2024-12-27,2024-12-26,78,78,423.64,33043.92,Received,-1,1,WH01
PO-2024-02435,PROD-1124,SUP-04,2025-10-02,2025-10-23,2025-10-24,87,87,236.21,20550.27,Received,1,1,WH02
PO-2025-02436,PROD-1183,SUP-14,2025-03-23,2025-04-24,2025-04-21,189,189,361.03,68234.67,Received,-3,1,WH02
PO-2026-02437,PROD-1197,SUP-11,2024-11-10,2024-12-14,2024-12-15,86,86,432.36,37182.96,Received,1,1,WH04
PO-2026-02438,PROD-1142,SUP-13,2024-01-09,2024-02-12,2024-02-16,227,227,419.18,95153.86,Received,4,0,WH01
PO-2026-02439,PROD-1027,SUP-09,2025-12-02,2025-12-10,2025-12-12,207,207,482.7,99918.9,Received,2,0,WH01
PO-2025-02440,PROD-1175,SUP-06,2025-02-17,2025-03-06,2025-03-12,221,221,225.32,49795.72,Received,6,1,WH01
PO-2026-02441,PROD-1026,SUP-08,2025-11-25,2025-12-16,2025-12-20,230,230,294.2,67666.0,Received,4,1,WH04
PO-2024-02442,PROD-1122,SUP-16,2024-03-28,2024-04-08,2024-04-09,151,151,122.6,18512.6,Received,1,1,WH03
PO-2025-02443,PROD-1188,SUP-03,2025-09-01,2025-09-21,2025-09-29,223,140,126.73,28260.79,Received,8,0,WH04
PO-2026-02444,PROD-1199,SUP-16,2024-06-08,2024-07-05,2024-07-10,283,274,250.6,70919.8,Received,5,0,WH02
PO-2025-02445,PROD-1153,SUP-04,2025-02-24,2025-03-27,2025-03-24,81,81,498.13,40348.53,Received,-3,0,WH02
PO-2026-02446,PROD-1114,SUP-01,2025-02-27,2025-03-08,2025-03-14,214,214,317.91,68032.74,Received,6,0,WH03
PO-2025-02447,PROD-1108,SUP-12,2025-01-05,2025-02-09,2025-02-07,76,76,498.87,37914.12,Received,-2,0,WH03
PO-2026-02448,PROD-1149,SUP-04,2025-03-05,2025-03-27,2025-04-02,290,290,89.13,25847.699999999997,Received,6,1,WH01
PO-2024-02449,PROD-1163,SUP-21,2024-08-28,2024-09-06,2024-09-10,161,161,444.11,71501.71,Received,4,1,WH04
PO-2025-02450,PROD-1032,SUP-05,2025-07-02,2025-07-12,2025-07-18,126,126,9.79,1233.54,Received,6,0,WH04
PO-2025-02451,PROD-1156,SUP-12,2024-05-20,2024-06-07,2024-06-15,272,272,441.55,120101.6,Received,8,1,WH04
PO-2024-02452,PROD-1131,SUP-20,2025-02-17,2025-02-25,2025-02-24,96,96,348.51,33456.96,Received,-1,1,WH02
PO-2026-02453,PROD-1149,SUP-04,2024-06-27,2024-07-24,2024-07-28,116,116,89.13,10339.08,Received,4,1,WH03
PO-2026-02454,PROD-1079,SUP-01,2024-12-06,2025-01-01,2025-01-05,292,292,229.35,66970.2,Received,4,1,WH03
PO-2026-02455,PROD-1069,SUP-13,2024-02-12,2024-03-13,2024-03-13,146,74,303.0,44238.0,Received,0,0,WH02
PO-2026-02456,PROD-1151,SUP-22,2024-11-23,2024-12-24,2024-12-27,86,86,259.28,22298.079999999998,Received,3,0,WH03
PO-2026-02457,PROD-1048,SUP-13,2024-03-17,2024-04-04,2024-04-13,59,59,335.08,19769.719999999998,Received,9,0,WH01
PO-2025-02458,PROD-1114,SUP-01,2024-12-04,2024-12-27,2024-12-28,110,110,317.91,34970.100000000006,Received,1,1,WH02
PO-2024-02459,PROD-1185,SUP-09,2025-05-23,2025-06-04,2025-06-12,243,243,272.19,66142.17,Received,8,0,WH01
PO-2026-02460,PROD-1174,SUP-14,2024-06-26,2024-07-04,2024-07-10,139,139,243.84,33893.76,Received,6,1,WH01
PO-2025-02461,PROD-1029,SUP-11,2025-01-31,2025-02-11,2025-02-12,148,143,139.45,20638.6,Received,1,0,WH02
PO-2025-02462,PROD-1208,SUP-20,2024-10-29,2024-11-11,2024-11-08,96,96,476.63,45756.479999999996,Received,-3,0,WH04
PO-2024-02463,PROD-1002,SUP-18,2025-04-19,2025-05-11,2025-05-08,157,157,122.03,19158.71,Received,-3,0,WH01
PO-2026-02464,PROD-1172,SUP-15,2024-04-09,2024-04-29,2024-05-09,201,201,143.39,28821.389999999996,Received,10,0,WH02
PO-2024-02465,PROD-1010,SUP-15,2024-04-27,2024-05-19,2024-05-17,61,61,213.73,13037.529999999999,Received,-2,0,WH02
PO-2024-02466,PROD-1004,SUP-11,2025-03-13,2025-03-30,2025-03-27,121,121,305.78,36999.38,Received,-3,0,WH01
PO-2024-02467,PROD-1167,SUP-16,2025-05-19,2025-06-28,2025-07-04,264,264,335.16,88482.24,Received,6,0,WH04
PO-2025-02468,PROD-1118,SUP-20,2024-03-26,2024-04-30,2024-04-27,278,278,277.34,77100.51999999999,Received,-3,1,WH01
PO-2026-02469,PROD-1158,SUP-14,2025-06-26,2025-07-08,2025-07-09,95,95,140.88,13383.6,Received,1,1,WH04
PO-2026-02470,PROD-1026,SUP-08,2024-10-28,2024-11-14,2024-11-22,85,85,294.2,25007.0,Received,8,0,WH02
PO-2025-02471,PROD-1168,SUP-04,2024-03-27,2024-05-06,2024-05-12,256,256,291.18,74542.08,Received,6,1,WH04
PO-2026-02472,PROD-1062,SUP-08,2025-07-19,2025-08-13,2025-08-13,113,113,220.79,24949.27,Received,0,1,WH04
PO-2026-02473,PROD-1194,SUP-20,2025-12-25,2026-01-10,2026-01-13,196,196,176.34,34562.64,Received,3,1,WH01
PO-2025-02474,PROD-1036,SUP-05,2025-03-16,2025-04-07,2025-04-14,85,85,9.01,765.85,Received,7,0,WH04
PO-2024-02475,PROD-1091,SUP-02,2025-01-16,2025-02-12,2025-02-11,208,122,153.78,31986.24,Received,-1,1,WH01
PO-2024-02476,PROD-1173,SUP-05,2024-06-30,2024-07-05,2024-07-10,169,169,154.07,26037.829999999998,Received,5,1,WH03
PO-2025-02477,PROD-1075,SUP-15,2024-08-28,2024-09-16,2024-09-22,188,188,440.47,82808.36,Received,6,1,WH01
PO-2025-02478,PROD-1179,SUP-20,2024-02-18,2024-03-28,2024-03-25,203,203,247.96,50335.880000000005,Received,-3,1,WH01
PO-2024-02479,PROD-1014,SUP-09,2024-03-17,2024-04-26,2024-05-03,248,248,421.46,104522.08,Received,7,1,WH03
PO-2024-02480,PROD-1057,SUP-13,2024-03-20,2024-04-25,2024-05-05,71,71,119.52,8485.92,Received,10,1,WH03
PO-2024-02481,PROD-1010,SUP-15,2025-02-16,2025-03-12,2025-03-11,232,232,213.73,49585.36,Received,-1,0,WH02
PO-2025-02482,PROD-1038,SUP-03,2025-11-17,2025-12-16,2025-12-17,125,125,356.25,44531.25,Received,1,1,WH01
PO-2025-02483,PROD-1162,SUP-17,2025-01-02,2025-02-03,2025-02-12,270,270,203.45,54931.5,Received,9,0,WH02
PO-2026-02484,PROD-1191,SUP-08,2025-12-11,2025-12-25,2026-01-04,258,258,244.4,63055.200000000004,Received,10,0,WH04
PO-2026-02485,PROD-1168,SUP-04,2025-03-09,2025-03-22,2025-03-26,270,270,291.18,78618.6,Received,4,1,WH04
PO-2024-02486,PROD-1042,SUP-18,2024-07-02,2024-07-25,2024-07-30,192,192,326.24,62638.08,Received,5,1,WH01
PO-2026-02487,PROD-1146,SUP-19,2025-07-28,2025-08-22,2025-08-23,278,278,271.64,75515.92,Received,1,0,WH02
PO-2024-02488,PROD-1164,SUP-11,2024-10-14,2024-10-25,2024-10-22,113,113,425.76,48110.88,Received,-3,1,WH01
PO-2026-02489,PROD-1129,SUP-12,2024-06-08,2024-07-04,2024-07-14,153,153,77.06,11790.18,Received,10,1,WH01
PO-2026-02490,PROD-1155,SUP-02,2024-02-15,2024-03-04,2024-03-06,85,85,280.03,23802.55,Received,2,1,WH01
PO-2024-02491,PROD-1211,SUP-01,2024-11-25,2025-01-04,2025-01-13,193,193,287.0,55391.0,Received,9,1,WH03
PO-2026-02492,PROD-1013,SUP-15,2025-10-09,2025-10-20,2025-10-19,185,185,17.59,3254.15,Received,-1,1,WH01
PO-2024-02493,PROD-1133,SUP-04,2025-07-29,2025-08-30,2025-09-05,287,287,164.33,47162.71000000001,Received,6,1,WH04
PO-2026-02494,PROD-1091,SUP-02,2025-09-03,2025-10-01,2025-10-06,171,171,153.78,26296.38,Received,5,1,WH02
PO-2025-02495,PROD-1118,SUP-20,2024-02-08,2024-02-20,2024-03-01,237,237,277.34,65729.57999999999,Received,10,0,WH02
PO-2025-02496,PROD-1073,SUP-13,2024-08-01,2024-08-09,2024-08-11,246,246,300.24,73859.04000000001,Received,2,0,WH04
PO-2026-02497,PROD-1204,SUP-12,2024-12-02,2024-12-31,2025-01-09,228,228,236.03,53814.840000000004,Received,9,0,WH02
PO-2026-02498,PROD-1096,SUP-15,2025-03-09,2025-03-30,2025-04-07,258,258,136.17,35131.85999999999,Received,8,0,WH03
PO-2024-02499,PROD-1148,SUP-08,2026-01-22,2026-02-18,2026-02-28,276,276,115.82,31966.32,Received,10,1,WH04
PO-2026-02500,PROD-1104,SUP-16,2024-05-12,2024-05-21,2024-05-25,89,89,124.94,11119.66,Received,4,1,WH04
PO-2026-02501,PROD-1042,SUP-18,2025-11-04,2025-11-10,2025-11-12,127,127,326.24,41432.48,Received,2,0,WH03
PO-2026-02502,PROD-1182,SUP-15,2024-11-24,2024-12-10,2024-12-17,53,53,372.6,19747.800000000003,Received,7,1,WH04
PO-2025-02503,PROD-1210,SUP-18,2024-08-22,2024-08-30,2024-08-27,91,86,277.28,25232.479999999996,Received,-3,0,WH04
PO-2026-02504,PROD-1090,SUP-06,2025-08-23,2025-09-11,2025-09-16,291,291,177.58,51675.780000000006,Received,5,1,WH03
PO-2025-02505,PROD-1088,SUP-05,2024-08-22,2024-09-30,2024-10-04,125,125,324.55,40568.75,Received,4,1,WH02
PO-2024-02506,PROD-1145,SUP-03,2025-10-23,2025-11-24,2025-11-27,153,153,106.12,16236.36,Received,3,0,WH03
PO-2024-02507,PROD-1074,SUP-06,2025-09-25,2025-10-10,2025-10-09,141,141,348.0,49068.0,Received,-1,1,WH04
PO-2026-02508,PROD-1007,SUP-17,2025-05-29,2025-07-04,2025-07-12,186,186,196.75,36595.5,Received,8,1,WH01
PO-2025-02509,PROD-1098,SUP-11,2024-10-10,2024-11-03,2024-11-12,187,187,85.81,16046.470000000001,Received,9,0,WH04
